,audio,transcription,similarity
1357,p247_433_mic1.flac,Young male with British accent is speaking in frustrated voice with clear pronunciation.,1
1358,p247_433_mic1.flac,"Adult male with smoky and deep voice speaks with unclear pronunciation, sounding a lot like Alan Rickman",0
1359,common_voice_en_108144.mp3,Mature male with unclear pronunciation.,1
1360,common_voice_en_108144.mp3,Adult male with an American accent and very clear and sharp pronunciation.,0
1361,common_voice_en_20013714.mp3,Adult female with unclear pronunciation and mumbling speech stumbles while speaking.,1
1362,common_voice_en_20013714.mp3,"High pitched young childlike female voice with unclear heavy accent and clear pronunciation, with unnatural rhythmic speech, loud rumbling noise in the background.",0
1363,common_voice_en_28858024.mp3,Adult female with deep voice and unclear pronunciation speaks with normal speed.,1
1364,common_voice_en_28858024.mp3,"AN adult male with an American accent, clear pronunciation and a deep monotone voice.",0
1365,common_voice_en_544251.mp3,Adult male with a low pitched monotone voice speaks fast.,1
1366,common_voice_en_544251.mp3,An adult male with a nasal voice speaking loudly and clearly.,0
1367,common_voice_en_25250798.mp3,Adult male with deep and friendly voice speaking in calm manner.,1
1368,common_voice_en_25250798.mp3,An adult woman with American accent speaks seductive ,0
1369,p285_214_mic1.flac,"A young male with a calm, flat, and low-pitched voice speaks convincingly.",1
1370,p285_214_mic1.flac,Adult male with piercing voice and dull speech,0
1371,common_voice_en_121679.mp3,Adult male with high pitched and serious voice speaking convincingly.,1
1372,common_voice_en_121679.mp3,Mature woman with a lower pitched smooth voice speaking quietly ,0
1373,common_voice_en_19650389.mp3,Adult male with an Indian accent and mumbling speech with a background noise of beeping.,1
1374,common_voice_en_19650389.mp3,Adult male with low nasal voice and unclear pronunciation.,0
1375,common_voice_en_27366072.mp3,A child male high-pitched voice with an Indian accent and stumbles while speaking.,1
1376,common_voice_en_27366072.mp3,"Adult male voice with some kind of accent, there is wind noises in the background which lowers the audio quality and makes it harder to understand the speaker.",0
1377,common_voice_en_582683.mp3,Mature male with unclear pronunciation and convincing speech.,1
1378,common_voice_en_582683.mp3,Mature woman speaks calmly in a flat way.,0
1379,common_voice_en_25888979.mp3,Young male with high pitched and childlike voice speaks in a curious manner. ,1
1380,common_voice_en_25888979.mp3,Adult male speaks in a deep voice and a British accent,0
1381,common_voice_en_20387302.mp3,An adult male with an Indian accent and a bit high-pitched voice speaks convincingly.,1
1382,common_voice_en_20387302.mp3,Adult male with unclear pronunciation.,0
1383,common_voice_en_17779074.mp3,Adult female with a deep voice speaks emotionlessly.,1
1384,common_voice_en_17779074.mp3,An adult woman with American accent speaks seductive ,0
1385,common_voice_en_25507880.mp3,Young male with clear pronunciation and a bit high-pitched voice speaks calmly.,1
1386,common_voice_en_25507880.mp3,"Mature male with American accent, partly unclear pronunciation and low pitched deep monotone voice.",0
1387,common_voice_en_19963001.mp3,Young male with high pitched piercing voice and an American accent speaks with normal speed.,1
1388,common_voice_en_19963001.mp3,"Older adult female with British accent speaking in a clear tone of voice, interrupted by loud clicks and hisses throughout.",0
1389,p247_255_mic1.flac,Young male with a British accent and clear pronunciation and a serious voice.,1
1390,p247_255_mic1.flac,Adult female with quiet and appealing voice speaks fast,0
1391,p270_064_mic1.flac,Adult male with clear pronunciation and deep emotionless voice speaks calmly.,1
1392,p270_064_mic1.flac,"Older man with Indian accent, clear pronunciation with some background noice",0
1393,common_voice_en_25198718.mp3,Young male with monotone voice and unclear pronunciation speaks slowly.,1
1394,common_voice_en_25198718.mp3,Adult American female with an annoyingly sharp and pinched tone.,0
1395,common_voice_en_27143978.mp3,Adult male with calm and deep and monotone voice speaks slowly.,1
1396,common_voice_en_27143978.mp3,A girl with slight accent and some audio technical background noise.,0
1397,common_voice_en_17296727.mp3,Mature male with a deep voice and clear pronunciation speaks calmly.,1
1398,common_voice_en_17296727.mp3,Adult male speaking with unclear pronunciation without emotions.,0
1399,common_voice_en_572419.mp3,Adult male with a bass voice and unclear pronunciation.,1
1400,common_voice_en_572419.mp3,Adult male with low voice speaks monotonously.,0
1401,p228_190_mic1.flac,The woman in the clip uses a British accent speaking fast and medium-toned.,1
1402,p228_190_mic1.flac,Adult male with pedantic voice speaks professionally,0
1403,common_voice_en_151360.mp3,An adult woman speaks at a low volume with a convincing tone. She sounds American.,1
1404,common_voice_en_151360.mp3,"Young emotionless male voice, slow speech with short pauses, humming in the background and tincan sound.",0
1405,p277_419_mic1.flac,The woman in the clip speaks fast with a medium tone. She has a British accent.,1
1406,p277_419_mic1.flac,"Deep male voice, adult, slow speech with pauses, very monotone and rehearsed, clear pronounciation, formal speech.",0
1407,common_voice_en_23352819.mp3,"The mature man, probably an Indian, speaks clearly and comprehensibly.",1
1408,common_voice_en_23352819.mp3,Adult male with deep voice speaks slowly.,0
1409,common_voice_en_19655255.mp3,A guy with a seemingly Latin/Spanish accent speaks slowly and unclearly.There are also background noise when he has pauses in the speech.,1
1410,common_voice_en_19655255.mp3,Adult male with squeaky high pitched voice speaking monotonously,0
1411,common_voice_en_31291710.mp3,"His voice is deep and emotionless. He has a strong east-asian accent, probably Chinese. He could be at 25-30 years old with English level around A2-B1.He recorded himself closely to his microphone.",1
1412,common_voice_en_31291710.mp3,"Adult male, young man with firm and formal tone, has low pitched voice, clear pronunciation and good intelligibility.",0
1413,common_voice_en_19113801.mp3,"An elderly man, possibly British, speaks in a deep convincing tone. He has a tempo and proper pauses in his sentence.",1
1414,common_voice_en_19113801.mp3,Adult male with a serious and nasal voice and clear pronunciation,0
1415,common_voice_en_22475576.mp3,An adult man speaks with a flat calm tone in a neutral European accent. ,1
1416,common_voice_en_22475576.mp3,"Young male with an Estonian accent, slight crackling in the background, sounds convincing.",0
1417,p236_412_mic1.flac,A lady with a British accent speaks in a high tome rapidly.,1
1418,p236_412_mic1.flac,"Young male with an Estonian accent, slight crackling in the background, sounds convincing.",0
1419,common_voice_en_668149.mp3,A mature man with a deep voice and a neutral English accent speaks slowly in likely disappointment.,1
1420,common_voice_en_668149.mp3,The woman in the clip uses a British accent speaking fast and medium-toned.,0
1421,common_voice_en_17265637.mp3,The man in the audio speaks slowly and clearly with a neutral English accent. There are a few pauses in the speech.,1
1422,common_voice_en_17265637.mp3,A younger male voice with good pronunciation and an unknown accent,0
1423,common_voice_en_19845240.mp3,The guy in the audio informs audiences about the standards of different brands. His voice is a regular American accent can be found at work.His voice is in medium tone not too high or low. ,1
1424,common_voice_en_19845240.mp3,"Adult male with German accent, deep convincing monotone voice and partly unclear pronunciation.",0
1425,common_voice_en_22859654.mp3,"A guy with a non-native English accent speaks in a soft, fast and medium tone.",1
1426,common_voice_en_22859654.mp3,Young male with deep and confident voice.,0
1427,common_voice_en_158785.mp3,The guy speaks vastly and unclearly. The recording quality is so unclear that I can't interpret what he says.,1
1428,common_voice_en_158785.mp3,Adult male with deep voice speaks with Australian accent.,0
1429,p315_051_mic1.flac,A seeming teenage guy speaks at a medium-past tempo having a squeaky voice. ,1
1430,p315_051_mic1.flac,Adult male with American accent and mid-pitched voice with clear pronunciation speaks as if he is imitating Bill Gates,0
1431,p278_337_mic1.flac,The guy with a possible British accent speaks fast and semi-monotone.His voice is medium pitched.,1
1432,p278_337_mic1.flac,adult male with rough voice and unclear pronunciation in the second half of the sentence,0
1433,common_voice_en_23796572.mp3,A guy with an Asian accent and squeaky tone speaks a bit unclearly but still comprehensible.,1
1434,common_voice_en_23796572.mp3,Male voice but sounds kinda mumbling,0
1435,common_voice_en_22207285.mp3,An adult man speaks with a non-native English accent clearly and lively.,1
1436,common_voice_en_22207285.mp3,Adult male with unknown accent and unclear voice speaks quietly.,0
1437,common_voice_en_19755245.mp3,The guy with the high-pitch-voice speaks at a medium pace and pauses. He is not a native speaker. ,1
1438,common_voice_en_19755245.mp3,A woman with a childlike voice speaks unintelligibly.,0
1439,common_voice_en_73564.mp3,A teenage or early adult guy with a neutral accent speaks slowly in a monotone.,1
1440,common_voice_en_73564.mp3,The loud voice of a young female with a native and fast pronunciation. ,0
1441,common_voice_en_19651940.mp3,Adult male with monotone voice and unclear pronunciation speaks with an accent.,1
1442,common_voice_en_19651940.mp3,Adult male with Indian accent speaks with pauses and mouse click in the end,0
1443,common_voice_en_19331754.mp3,Adult male with low uncertain voice and unclear pronunciation speaks with pauses.,1
1444,common_voice_en_19331754.mp3,Man speaks unclearly due to technical quality of the sound,0
1445,common_voice_en_20063415.mp3,Adult male with low voice speaks with pauses.,1
1446,common_voice_en_20063415.mp3,"Indian male voice, adult, emotionless and monotone, slow speech with pauses.",0
1447,common_voice_en_32221834.mp3,Adult male with monotone voice speaks with pauses.,1
1448,common_voice_en_32221834.mp3,Teenager female speaking with unclear pronunciation.,0
1449,common_voice_en_3494.mp3,Adult male with low upset voice.,1
1450,common_voice_en_3494.mp3,"Mature male with emotional, pleasant and convincing voice with clear pronunciation.",0
1451,common_voice_en_17263514.mp3,Adult male with low calm voice speaks slowly.,1
1452,common_voice_en_17263514.mp3,Adult female voice with an accent and quiet smooth sound,0
1453,common_voice_en_19768356.mp3,Adult male voice and monotone speech with unclear pronunciation and mouse click in the background.,1
1454,common_voice_en_19768356.mp3,Adult male voice speaks with a very flat and monotone voice in a formal manner.,0
1455,p237_132_mic1.flac,Adult male with bass robotic voice.,1
1456,p237_132_mic1.flac,Adult male low pitched voice with clear pronunciation and convincing speech.,0
1457,common_voice_en_25873980.mp3,Adult male with deep low voice and unclear pronunciation.,1
1458,common_voice_en_25873980.mp3,Middle aged male with fluent and vivid speech ,0
1459,common_voice_en_21269309.mp3,Child male with sharp voice and an accent with knocking in the background stumbles while speaking.,1
1460,common_voice_en_21269309.mp3,Elderly male with African accent and high-pitched voice with somewhat unclear pronunciation,0
1461,common_voice_en_27772537.mp3,Adult male with mysterious voice and monotone speech.,1
1462,common_voice_en_27772537.mp3,mature male with flat voice,0
1463,common_voice_en_22333142.mp3,Adult female with low pitched surprised voice and an accent with unclear pronunciation and creaking sound in the background.,1
1464,common_voice_en_22333142.mp3,"Adult male with American accent speaking one word in a slightly muffled way, with a noticeable click in the end.",0
1465,p251_343_mic1.flac,Adult male with low nasal voice and unclear pronunciation.,1
1466,p251_343_mic1.flac,Old male flat voice reading off of something because the speech is unnatural and it's a bit hard to understand him because of the audio quality.,0
1467,common_voice_en_18822486.mp3,Adult male with bass wavering voice and emotionless speech.,1
1468,common_voice_en_18822486.mp3,Adult male with high pitched voice speaks with British accent.,0
1469,common_voice_en_20478492.mp3,Adult male with bass voice and accent stumbles while speaking.,1
1470,common_voice_en_20478492.mp3,Elder female with professional and frank voice speaks,0
1471,common_voice_en_17888633.mp3,Adult male with stating voice and hiss in the background.,1
1472,common_voice_en_17888633.mp3,An adult male with high voice and unclear pronunciation speaks calmly and slowly.,0
1473,p308_131_mic1.flac,Adult female with pleasant voice and emotionless speech.,1
1474,p308_131_mic1.flac,Low pitched adult male voice with American accent and clear pronunciation with hasty rather emotionless speech.,0
1475,common_voice_en_91066.mp3,Adult male with low voice and unclear pronunciation with hiss in the background.,1
1476,common_voice_en_91066.mp3,Young male with monotone voice and unclear pronunciation speaks slowly.,0
1477,common_voice_en_609373.mp3,Adult male with tired wavering voice and emotionless speech.,1
1478,common_voice_en_609373.mp3,Mature male with sympathetic voice speaking quietly.,0
1479,common_voice_en_22846601.mp3,Young male with deep and confident voice.,1
1480,common_voice_en_22846601.mp3,Adult male with a slightly lower pitched voice with unclear pronunciation.,0
1481,p312_106_mic1.flac,Teenage female speaks while breathing in,1
1482,p312_106_mic1.flac,Adult female with high pitched monotone voice speaks slowly,0
1483,common_voice_en_21737821.mp3,Adult male with deep voice mumbles,1
1484,common_voice_en_21737821.mp3,"Adult female with great pronunciation, lower clear voice.",0
1485,common_voice_en_110887.mp3,"Male with robot like voice speaks, voice breaks multiple times",1
1486,common_voice_en_110887.mp3,"Adult male with Estonian accent, clear pronunciation and monotone flat voice.",0
1487,common_voice_en_20741180.mp3,"Adult male with deep voice speaks, sounds echo",1
1488,common_voice_en_20741180.mp3,Adult male with an American accent and very clear and sharp pronunciation.,0
1489,common_voice_en_43716.mp3,Young woman asking a question in an intriguing voice,1
1490,common_voice_en_43716.mp3,Female voice speaking in a very unclear way with buzzing noise,0
1491,p260_111_mic1.flac,Adult male with Scottish accent speaks quick,1
1492,p260_111_mic1.flac,"Younger adult male with American accent speaking in a clear tone of voice, muffled by the low sound of the recording.",0
1493,common_voice_en_29171419.mp3,"Adult male with Indian voice speaks slowly, stutters",1
1494,common_voice_en_29171419.mp3,Young female with an American accent and soft cheerful tone.,0
1495,common_voice_en_27286382.mp3,Woman with Indian accent speaks clear and loud,1
1496,common_voice_en_27286382.mp3,Adult male with a low pitched voice and a British accent ,0
1497,common_voice_en_18560145.mp3,British adult male speaks calmly and monotonely,1
1498,common_voice_en_18560145.mp3,Adult man with a deep voice speaking,0
1499,s5_017_mic1.flac,Adult woman speaks very expressively and clearly,1
1500,s5_017_mic1.flac,With unclear pronunciation young man with a hissing speech.,0
1501,p288_391_mic1.flac,Adult female with low pitched voice speaks expressively,1
1502,p288_391_mic1.flac,"Adult female pausing, high pitched and glitching voice with unclear pronunciation.",0
1503,p302_235_mic1.flac,Adult male with American accent speaks quickly,1
1504,p302_235_mic1.flac,Mature male with British accent and soft high pitched voice speaking softly and flatly.,0
1505,common_voice_en_18512292.mp3,Adult male speaks with long pauses ,1
1506,common_voice_en_18512292.mp3,An adult male speaking calmly.,0
1507,common_voice_en_27191.mp3,"Adult male speaking calmly, audio is interupted",1
1508,common_voice_en_27191.mp3,Mature woman with an American accent and lower pitch speaking quite slowly with short pauses,0
1509,common_voice_en_191362.mp3,Adult male with deep voice speaks slowly and clearly,1
1510,common_voice_en_191362.mp3,Adult woman high pitched confident voice with clear pronunciation and convincing speech.,0
1511,common_voice_en_43296.mp3,Adult female speaks unclearly,1
1512,common_voice_en_43296.mp3,"Elderly man speaks slowly with a deep, husky voice in a robotic way.",0
1513,common_voice_en_27155445.mp3,Woman with Indian accent and a high pitched voice speaks unclearly,1
1514,common_voice_en_27155445.mp3,Adult female with British accent and convincing speech,0
1515,common_voice_en_27256911.mp3,"Adult male speaks in monotone voice, pausing",1
1516,common_voice_en_27256911.mp3,Adult male with high-pitched hesitant voice speaking with pauses and with some crackling on the background.,0
1517,common_voice_en_23146336.mp3,Old female speaks slowly with emotionless voice,1
1518,common_voice_en_23146336.mp3,Adult female with low-pitch voice and clear pronunciation.,0
1519,common_voice_en_23378868.mp3,Adult male with weird pronunciation speaks quietly,1
1520,common_voice_en_23378868.mp3,An adult man talking with a Slavic accent and wavy tone with pauses in his speech,0
1521,common_voice_en_527362.mp3,Young man with high-pitched voice speaks slowly.,1
1522,common_voice_en_527362.mp3,A low adult male voice with an american accent,0
1523,p364_253_mic1.flac,"Adult man speaks with a tremulous, brittle voice.",1
1524,p364_253_mic1.flac,"Adult male with monotone voice, clear pronunciation and normal pace.",0
1525,common_voice_en_24470290.mp3,Young man with high-pitched voice uses mostly clear pronunciation but stumbles once.,1
1526,common_voice_en_24470290.mp3,adult male with high pitched and monotone voice,0
1527,common_voice_en_18460719.mp3,Teenage male with a high-pitched squeaky voice and animated speech.,1
1528,common_voice_en_18460719.mp3,Teenager male with deep flat voice speaking monotonously,0
1529,common_voice_en_204148.mp3,"Adult man speaks with a high-pitched, matter-of-fact voice.",1
1530,common_voice_en_204148.mp3,adult female with indian accent,0
1531,common_voice_en_31324051.mp3,Adult man speaks slowly with a high-pitched voice and unclear pronunciation with a background static noise.,1
1532,common_voice_en_31324051.mp3,Adult woman high pitched voice with clear pronunciation.,0
1533,common_voice_en_18301007.mp3,Adult man speaks with a calm bass voice.,1
1534,common_voice_en_18301007.mp3,Adult male with a low pitched voice an an Italian accent speaks quickly with unclear pronounciation,0
1535,p245_039_mic1.flac,Adult man speaks with a serious-sounding deep voice with a bass.,1
1536,p245_039_mic1.flac,Older male with a low pitched voice asking a question,0
1537,common_voice_en_18414654.mp3,"Elderly man speaks slowly with a deep, husky voice in a robotic way.",1
1538,common_voice_en_18414654.mp3,Mature male with clean voice speaking without making pauses between words.,0
1539,common_voice_en_19171343.mp3,Adult man speaks slowly with a hissing voice and unclear pronunciation.,1
1540,common_voice_en_19171343.mp3,"Young emotionless male voice, slow speech with short pauses, humming in the background and tincan sound.",0
1541,common_voice_en_672874.mp3,"Adult woman speaks with a high-pitched, modulated voice with a background static noise.",1
1542,common_voice_en_672874.mp3,Adult female with a deep voice speaks emotionlessly.,0
1543,common_voice_en_18779733.mp3,"Adult man speaks fast with a serious, deep voice.",1
1544,common_voice_en_18779733.mp3,Young adult male with creaky voice and calm and slow speech.,0
1545,common_voice_en_153531.mp3,"Male child speaks with a quiet, brittle voice and clear pronunciation.",1
1546,common_voice_en_153531.mp3,Young male with high pitched voice mumbles while speaking very fast.,0
1547,common_voice_en_21951127.mp3,Adult man speaks with a doubtful voice.,1
1548,common_voice_en_21951127.mp3,Foreign young male adult talking slowly and trying to pronounce as clearly as possible because there is background noise of other people talking.,0
1549,common_voice_en_20217797.mp3,"Adult man speaks with a deep, smooth and modulated voice.",1
1550,common_voice_en_20217797.mp3,A younger man with an American accent speaks slowly and clearly.,0
1551,common_voice_en_22960713.mp3,Adult man speaks slowly with a high-pitched voice and an Indian accent.,1
1552,common_voice_en_22960713.mp3,Adult male with high-pitched hesitant voice speaking with pauses and with some crackling on the background.,0
1553,common_voice_en_27080574.mp3,"Adult man speaks with a high-pitched, energetic voice with an African accent and unclear pronunciation.",1
1554,common_voice_en_27080574.mp3,"An adult male speaking calmly and softly, and crickets can be heard in the background.",0
1555,p364_203_mic1.flac,"Adult man speaks with a low-pitched, monotone voice.",1
1556,p364_203_mic1.flac,Adult male with an American accent and nerdy sniveling low pitched voice hesitates while speaking,0
1557,common_voice_en_27580855.mp3,"Adult man speaks with a controlled, modulated voice and clear pronunciation.",1
1558,common_voice_en_27580855.mp3, Adult female with a very serious and montone voice and clear pronunciation,0
1559,p347_003_mic1.flac,Adult man speaks slowly with a monotone and emotionless voice.,1
1560,p347_003_mic1.flac,Adult male voice is speaking monotously.,0
1561,common_voice_en_26514106.mp3,Adult male deep pitched and calm voice with indian accent.,1
1562,common_voice_en_26514106.mp3,Young adult American male speaks clearly and fairly slowly with a neutral tone.,0
1563,common_voice_en_657694.mp3,Adult male confident and convincing voice with good pronunciaton.,1
1564,common_voice_en_657694.mp3,An adult woman with American accent speaks seductive ,0
1565,p340_216_mic1.flac,Adult female high pitched and flat voice with an American accent.,1
1566,p340_216_mic1.flac,Adult woman with an accent speaking calmly and clearly ,0
1567,common_voice_en_27214801.mp3,"Adult female pausing, high pitched and glitching voice with unclear pronunciation.",1
1568,common_voice_en_27214801.mp3,High pitched adult male voice with unclear accent and clear pronunciation with exaggerated loud and slow-paced chopped speech whit rhythmic rather emotionless tone.,0
1569,p299_401_mic1.flac,Adult female menacing flat voice with good pronunciation.,1
1570,p299_401_mic1.flac,Mature male with deep and low crispy voice speaks calmly.,0
1571,common_voice_en_253857.mp3,"Adult male quiet, calm and monotone voice.",1
1572,common_voice_en_253857.mp3,Adult female with clear pronunciation and monotone voice.,0
1573,common_voice_en_27933391.mp3,Adult male convincing flat voice with bad pronunciation.,1
1574,common_voice_en_27933391.mp3,"An adult female with monotone, unclear pronunciation with the background noise of alike flying objects/running motors",0
1575,common_voice_en_19150752.mp3,Adult female calm and monotone voice.,1
1576,common_voice_en_19150752.mp3,"Adult female with great pronunciation, lower clear voice.",0
1577,p283_079_mic1.flac,Adult female with a calm and flat voice with a Irish accent.,1
1578,p283_079_mic1.flac,Adult male with deep and low voice speaks in a emotionless way and quickly.,0
1579,common_voice_en_22049470.mp3,Deep pitched sound.,1
1580,common_voice_en_22049470.mp3,Adult male with deep charming voice and convincing speech,0
1581,common_voice_en_19078074.mp3,Adult male deep pitched voice in a echoing room.,1
1582,common_voice_en_19078074.mp3,"Mature female with seductive, emotional, mysterious and confident voice with American accent.",0
1583,common_voice_en_21336059.mp3,Adult female convincing and monotone voice with good pronunciation.,1
1584,common_voice_en_21336059.mp3,An adult male with a low voice speaking in a loud and clear manner but is too close to the mic.,0
1585,common_voice_en_17283143.mp3,"Adult male convincing, calm and flat voice.",1
1586,common_voice_en_17283143.mp3,An adult man with squeaky voice  stumbles while speaking ,0
1587,common_voice_en_30024.mp3,Adult female glitching and stumbling voice with unclear pronunciation..,1
1588,common_voice_en_30024.mp3,Adult male with a high pitched voice speaks with unclear pronunciation and croaky voice,0
1589,common_voice_en_96714.mp3,Old male deep pitched voice with unclear pronunciation.,1
1590,common_voice_en_96714.mp3,A guy with a seemingly Latin/Spanish accent speaks slowly and unclearly.There are also background noise when he has pauses in the speech.,0
1591,common_voice_en_175401.mp3,"Mature female, quiet voice with bad pronunciation.",1
1592,common_voice_en_175401.mp3,"Adult male with a foreign accent and a quiet, calm, monotone voice.",0
1593,common_voice_en_34859.mp3,Adult male calm deep pitched voice.,1
1594,common_voice_en_34859.mp3,High pitched adult male voice with unclear accent and clear pronunciation with exaggerated loud and slow-paced chopped speech whit rhythmic rather emotionless tone.,0
1595,common_voice_en_18686718.mp3,Adult female monotone voice with good pronunciation.,1
1596,common_voice_en_18686718.mp3,Adult male voice with some kind of British accent and medium-high pace,0
1597,common_voice_en_24853250.mp3,Adult male monotone voice with unclear pronunciation.,1
1598,common_voice_en_24853250.mp3,Adult male low pitched clear voice with convincing speech speaking at a moderate pace.,0
1599,common_voice_en_19985822.mp3,Old male quiet and deep pitched voice.,1
1600,common_voice_en_19985822.mp3,"A young male with a calm, flat, and low-pitched voice speaks convincingly.",0
1601,common_voice_en_634307.mp3,Adult male with British accent and a clear deep emotionless voice.,1
1602,common_voice_en_634307.mp3,"An adult female with a wise-sounding low pitched voice, an American accent and clear pronunciation.",0
1603,common_voice_en_130501.mp3,Adult male with an American accent and a slightly robotic manner speaks clear and fast.,1
1604,common_voice_en_130501.mp3,"Adult male speaking calmly, audio is interupted",0
1605,p227_228_mic1.flac,Young male with British accent and a convincing authoritative tone.,1
1606,p227_228_mic1.flac,short sentence by young female,0
1607,common_voice_en_27490906.mp3,Young male with an Eastern European accent and a flat bored voice with background noise of a barking dog.,1
1608,common_voice_en_27490906.mp3,Old female speaks slowly with emotionless voice,0
1609,common_voice_en_97662.mp3,Adult male with a deep voice sounds convincing but not expressive.,1
1610,common_voice_en_97662.mp3,Mature male with British accent and soft high pitched voice speaking softly and flatly.,0
1611,common_voice_en_20780599.mp3,"Elderly male with a deep voice and unclear pronunciation, makes pauses.",1
1612,common_voice_en_20780599.mp3,"Mature man with bass, deep voice is speaking with clear pronunciation.",0
1613,common_voice_en_20436596.mp3,Adult male with deep voice and strong German accent speaks in a direct manner.,1
1614,common_voice_en_20436596.mp3,Young adult male with a high pitched voice and an excited tone,0
1615,common_voice_en_20153196.mp3,Young female with an American accent and a clear colourful tone.,1
1616,common_voice_en_20153196.mp3,Adult male with British accent speaks quickly with clear pronunciation.,0
1617,p285_302_mic1.flac,"Young male with a high voice, speaks in a fast robotic manner.",1
1618,p285_302_mic1.flac,Adult deep male voice is mumbling.,0
1619,p257_051_mic1.flac,Young female with British accent and monotone voice speaks fast,1
1620,p257_051_mic1.flac,Adult male with tired wavering voice and emotionless speech.,0
1621,p315_293_mic1.flac,"Young male with slight lisp, sounds a little fruity",1
1622,p315_293_mic1.flac,Adult woman high pitched confident voice with clear pronunciation.,0
1623,common_voice_en_17731322.mp3,"Young male with unclear pronunciation and squeaky voice, sounds anxious, has uneven cadence.",1
1624,common_voice_en_17731322.mp3,Adult male with deep low-pitched voice speaking confidently,0
1625,p307_107_mic1.flac,Young female with an American accent and soft cheerful tone.,1
1626,p307_107_mic1.flac,Adult male voice with a raspy sound speaking quietly in a very relaxed way,0
1627,common_voice_en_17310750.mp3,Adult female speaks slowly and sounds quiet.,1
1628,common_voice_en_17310750.mp3,Young woman with British accent speaks clearly with an actor's voice.,0
1629,p336_193_mic1.flac,Young female with British accent and cheerful clear tone.,1
1630,p336_193_mic1.flac,"AN adult male with an American accent, clear pronunciation and a deep monotone voice.",0
1631,p231_094_mic1.flac,Adult female speaks fast and clear with background noise of a click,1
1632,p231_094_mic1.flac,"AN adult male with an American accent, clear pronunciation and a deep monotone voice.",0
1633,common_voice_en_24753774.mp3,Young male with high pitched voice mumbles while speaking very fast.,1
1634,common_voice_en_24753774.mp3,A seeming teenage guy speaks at a medium-past tempo having a squeaky voice. ,0
1635,p304_126_mic1.flac,Young male with a slightly high-pitched voice.,1
1636,p304_126_mic1.flac,British male with clear voice speaking fast,0
1637,p258_155_mic1.flac,Adult male with British accent speaks in clear formal tone.,1
1638,p258_155_mic1.flac,"Elderly male with a deep voice and unclear pronunciation, makes pauses.",0
1639,common_voice_en_499991.mp3,"Young male with an Estonian accent, slight crackling in the background, sounds convincing.",1
1640,common_voice_en_499991.mp3,Adult male with confident emotionless voice and convincing speech,0
1641,common_voice_en_126027.mp3,An adult female voice with clear pronunciation and an american accent and echo in the audio,1
1642,common_voice_en_126027.mp3,"Adult male with British accent, clear pronunciation and low pitched deep voice.",0
1643,common_voice_en_19680994.mp3,A younger male voice with an american accent and lots of background noise,1
1644,common_voice_en_19680994.mp3,"Adult man speaks with a low-pitched, monotone voice.",0
1645,common_voice_en_538488.mp3,"A high-pitched young woman, does not understand anything that she says, people's speech is in the background.",1
1646,common_voice_en_538488.mp3,Mature female with an American accent speaks in a menacing tone and low pitched warm voice,0
1647,common_voice_en_493834.mp3,"Middle-aged woman with clear pronunciation, bored voice.",1
1648,common_voice_en_493834.mp3,Adult male voice with clear pronunciation and confident speech speaking slowly.,0
1649,common_voice_en_680510.mp3,"A man with a nasal voice, probably in his 30s, clear pronunciation.",1
1650,common_voice_en_680510.mp3,"Teenager with deep, unclear pronunciation, emotionless voice with Irish accent recorded with a background noise of other people talking.",0
1651,common_voice_en_18744768.mp3,"Middle-aged man with clear pronunciation, reliable voice, expressive speech.",1
1652,common_voice_en_18744768.mp3,"An adult female with monotone, unclear pronunciation with the background noise of alike flying objects/running motors",0
1653,common_voice_en_591291.mp3,Male voice but sounds kinda mumbling,1
1654,common_voice_en_591291.mp3,"A young male with a calm, flat, and low-pitched voice speaks convincingly.",0
1655,common_voice_en_28004653.mp3,Clear older female voice with an american accent,1
1656,common_voice_en_28004653.mp3,Adult female with British accent and convincing speech,0
1657,common_voice_en_24310482.mp3,A younger male voice with good pronunciation and an unknown accent,1
1658,common_voice_en_24310482.mp3,Old male quiet and deep pitched voice.,0
1659,common_voice_en_497219.mp3,Clear female voice with an american accent. Really quiet though,1
1660,common_voice_en_497219.mp3,Mature male with deep and low voice speaks with unclear pronunciation and pauses.,0
1661,common_voice_en_120719.mp3,A man in his 30s with an accent.,1
1662,common_voice_en_120719.mp3,Adult male with low pitched voice and emotionlesss voice and convincing speech,0
1663,common_voice_en_18474179.mp3,"Middle-aged man with clear pronunciation, nasal voice.",1
1664,common_voice_en_18474179.mp3,Adult woman high pitched voice with clear pronunciation.,0
1665,common_voice_en_25107288.mp3,"A young woman with unclear pronunciation and an unknown accent, speaks negligently.",1
1666,common_voice_en_25107288.mp3,Adult male with mysterious voice and monotone speech.,0
1667,common_voice_en_24066847.mp3,"Middle-aged man with very clear and calm speech, sounds friendly.",1
1668,common_voice_en_24066847.mp3,Mature woman with low voice speaks emotionlessly.,0
1669,common_voice_en_17562191.mp3,A low adult male voice with an american accent,1
1670,common_voice_en_17562191.mp3,Adult male with lively voice speaks quietly.,0
1671,common_voice_en_12516798.mp3,An adult male voice with trying pronunciation and an unknown accent,1
1672,common_voice_en_12516798.mp3,Adult male speaking with unclear pronunciation without emotions.,0
1673,p237_246_mic1.flac,"A low-pitched middle-aged man, with clear pronunciation and a friendly voice.",1
1674,p237_246_mic1.flac,"Adult male with American accent speaking in an upbeat voice, in a faster tone.",0
